Ideal family size  Spain - frm Sobotka & Beaujouan,,
,,
1981,2.884901125,EVS
1990,2.430679846,EVS
1994,2.33286718,ISSP
1995,2.392118984,EVS
2000,2.197327433,WVS
2001,2.191311598,EB
2006,2.152189926,EB
2011,2.070119182,EB
