Ideal family size  France - frm Sobotka & Beaujouan,,
,,
1955,2.787379973,EC
1967,2.651851852,EC
1976,2.600570613,EC
1979,2.474613945,EB+
1981,2.650732474,EVS
1982,2.614956737,EC
1987,2.615740741,EC
1990,2.597700525,EVS
1998,2.568329038,EIF
2001,2.508990209,EB
2006,2.50801984,EB
2010,2.479599981,EF
2011,2.301045124,EB
