Ireland, Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 20/06/2016
Year    Age        ASFR
2002     48     0.00000
2002     49     0.00004
2002     50     0.00000
2002     51     0.00000
2002     52     0.00000
2002     53     0.00000
2002     54     0.00000
2002     55+    0.00000
2003     12-    0.00000
2003     13     0.00004
2003     14     0.00040
2003     15     0.00162
2003     16     0.00670
2003     17     0.01685
2003     18     0.02911
2003     19     0.03951
2003     20     0.04293
2003     21     0.04560
2003     22     0.04820
2003     23     0.05393
2003     24     0.06082
2003     25     0.06714
2003     26     0.07632
2003     27     0.08922
2003     28     0.10795
2003     29     0.12392
2003     30     0.12994
2003     31     0.13511
2003     32     0.13752
2003     33     0.13584
2003     34     0.12667
2003     35     0.11556
2003     36     0.09699
2003     37     0.08194
2003     38     0.06738
2003     39     0.04688
2003     40     0.03450
2003     41     0.02066
2003     42     0.01096
2003     43     0.00756
2003     44     0.00302
2003     45     0.00140
2003     46     0.00081
2003     47     0.00020
2003     48     0.00008
2003     49     0.00000
2003     50     0.00004
2003     51     0.00000
2003     52     0.00000
2003     53     0.00000
2003     54     0.00000
2003     55+    0.00000
2004     12-    0.00000
2004     13     0.00000
2004     14     0.00011
2004     15     0.00170
2004     16     0.00687
2004     17     0.01291
2004     18     0.02635
2004     19     0.03714
2004     20     0.04226
2004     21     0.04645
2004     22     0.04814
2004     23     0.04948
2004     24     0.05835
2004     25     0.06536
2004     26     0.07264
2004     27     0.08443
2004     28     0.10038
2004     29     0.11947
2004     30     0.12665
2004     31     0.13372
2004     32     0.13368
2004     33     0.13474
2004     34     0.12849
2004     35     0.11654
2004     36     0.10308
2004     37     0.08266
2004     38     0.06554
2004     39     0.05022
2004     40     0.03463
2004     41     0.02098
2004     42     0.01268
2004     43     0.00700
2004     44     0.00366
2004     45     0.00133
2004     46     0.00083
2004     47     0.00027
2004     48     0.00012
2004     49     0.00004
2004     50     0.00000
2004     51     0.00000
2004     52     0.00000
2004     53     0.00000
2004     54     0.00000
2004     55+    0.00000
2005     12-    0.00000
2005     13     0.00000
2005     14     0.00025
2005     15     0.00134
2005     16     0.00659
2005     17     0.01342
2005     18     0.02568
2005     19     0.03560
2005     20     0.03914
2005     21     0.04222
2005     22     0.04493
2005     23     0.04718
2005     24     0.05333
2005     25     0.05899
2005     26     0.06675
2005     27     0.07476
2005     28     0.08757
2005     29     0.10566
2005     30     0.12029
2005     31     0.12818
2005     32     0.13354
2005     33     0.13432
2005     34     0.12628
2005     35     0.11470
2005     36     0.10485
2005     37     0.08788
2005     38     0.06874
2005     39     0.05111
2005     40     0.03510
2005     41     0.02330
2005     42     0.01325
2005     43     0.00762
2005     44     0.00381
2005     45     0.00181
2005     46     0.00062
2005     47     0.00026
2005     48     0.00019
2005     49     0.00004
2005     50     0.00000
2005     51     0.00008
2005     52     0.00000
2005     53     0.00000
2005     54     0.00000
2005     55+    0.00000
2006     12-    0.00000
2006     13     0.00011
2006     14     0.00029
2006     15     0.00131
2006     16     0.00539
2006     17     0.01303
2006     18     0.02357
2006     19     0.03680
2006     20     0.04143
2006     21     0.04273
2006     22     0.04788
2006     23     0.05093
2006     24     0.05408
2006     25     0.05948
2006     26     0.06790
2006     27     0.08162
2006     28     0.09098
2006     29     0.10507
2006     30     0.11669
2006     31     0.13205
2006     32     0.13478
2006     33     0.13254
2006     34     0.13258
2006     35     0.12076
2006     36     0.10883
2006     37     0.08993
2006     38     0.07187
2006     39     0.05449
2006     40     0.03740
2006     41     0.02345
2006     42     0.01537
2006     43     0.00831
2006     44     0.00487
2006     45     0.00184
2006     46     0.00102
2006     47     0.00033
2006     48     0.00034
2006     49     0.00004
2006     50     0.00008
2006     51     0.00004
2006     52     0.00000
2006     53     0.00000
2006     54     0.00000
2006     55+    0.00004
2007     12-    0.00000
2007     13     0.00004
2007     14     0.00033
2007     15     0.00209
2007     16     0.00548
2007     17     0.01392
2007     18     0.02516
2007     19     0.03846
2007     20     0.04213
2007     21     0.04611
2007     22     0.04761
2007     23     0.04968
2007     24     0.05588
2007     25     0.06365
2007     26     0.07065
2007     27     0.08379
2007     28     0.09449
2007     29     0.10852
2007     30     0.12307
2007     31     0.13689
2007     32     0.14305
2007     33     0.14293
2007     34     0.13983
2007     35     0.12916
2007     36     0.11445
2007     37     0.09451
2007     38     0.07529
2007     39     0.05961
2007     40     0.04187
2007     41     0.02644
2007     42     0.01523
2007     43     0.00785
2007     44     0.00489
2007     45     0.00215
2007     46     0.00110
2007     47     0.00039
2007     48     0.00011
2007     49     0.00019
2007     50     0.00000
2007     51     0.00004
2007     52     0.00004
2007     53     0.00008
2007     54     0.00000
2007     55+    0.00000
2008     12-    0.00000
2008     13     0.00002
2008     14     0.00028
2008     15     0.00132
2008     16     0.00594
2008     17     0.01295
2008     18     0.02370
2008     19     0.03678
2008     20     0.04207
2008     21     0.04836
2008     22     0.04920
2008     23     0.05250
2008     24     0.05769
2008     25     0.06534
2008     26     0.07766
2008     27     0.08731
2008     28     0.10009
2008     29     0.11214
2008     30     0.12848
2008     31     0.13901
2008     32     0.14500
2008     33     0.14342
2008     34     0.13848
2008     35     0.13040
2008     36     0.11294
2008     37     0.09994
2008     38     0.07968
2008     39     0.06471
2008     40     0.04197
2008     41     0.02714
2008     42     0.01624
2008     43     0.00849
2008     44     0.00442
2008     45     0.00266
2008     46     0.00149
2008     47     0.00051
2008     48     0.00032
2008     49     0.00044
2008     50     0.00004
2008     51     0.00007
2008     52     0.00007
2008     53     0.00004
2008     54     0.00001
2008     55+    0.00000
2009     12-    0.00000
2009     13     0.00004
2009     14     0.00015
2009     15     0.00148
2009     16     0.00604
2009     17     0.01282
2009     18     0.02129
2009     19     0.03428
2009     20     0.04073
2009     21     0.04501
2009     22     0.05145
2009     23     0.05334
2009     24     0.05767
2009     25     0.06833
2009     26     0.08084
2009     27     0.09039
2009     28     0.10041
2009     29     0.11460
2009     30     0.12322
2009     31     0.13438
2009     32     0.14173
2009     33     0.14260
2009     34     0.13554
2009     35     0.12804
2009     36     0.11596
2009     37     0.09847
2009     38     0.08264
2009     39     0.06355
2009     40     0.04425
2009     41     0.02786
2009     42     0.01681
2009     43     0.00958
2009     44     0.00502
2009     45     0.00272
2009     46     0.00115
2009     47     0.00071
2009     48     0.00035
2009     49     0.00028
2009     50     0.00007
2009     51     0.00000
2009     52     0.00004
2009     53     0.00008
2009     54     0.00000
2009     55+    0.00000
2010     12-    0.00000
2010     13     0.00003
2010     14     0.00026
2010     15     0.00142
2010     16     0.00425
2010     17     0.01130
2010     18     0.02104
2010     19     0.03257
2010     20     0.03912
2010     21     0.04318
2010     22     0.04739
2010     23     0.05672
2010     24     0.06042
2010     25     0.06899
2010     26     0.08133
2010     27     0.09211
2010     28     0.10012
2010     29     0.11386
2010     30     0.12364
2010     31     0.13361
2010     32     0.13952
2010     33     0.14365
2010     34     0.13501
2010     35     0.13225
2010     36     0.11484
2010     37     0.09729
2010     38     0.07782
2010     39     0.06337
2010     40     0.04317
2010     41     0.02849
2010     42     0.01841
2010     43     0.01012
2010     44     0.00569
2010     45     0.00310
2010     46     0.00132
2010     47     0.00059
2010     48     0.00024
2010     49     0.00010
2010     50     0.00014
2010     51     0.00004
2010     52     0.00004
2010     53     0.00000
2010     54     0.00000
2010     55+    0.00000
2011     12-    0.00000
2011     13     0.00000
2011     14     0.00017
2011     15     0.00113
2011     16     0.00374
2011     17     0.00936
2011     18     0.01721
2011     19     0.03015
2011     20     0.03850
2011     21     0.04308
2011     22     0.04710
2011     23     0.05607
2011     24     0.06057
2011     25     0.07099
2011     26     0.07812
2011     27     0.08987
2011     28     0.09964
2011     29     0.10739
2011     30     0.11909
2011     31     0.13603
2011     32     0.14303
2011     33     0.13783
2011     34     0.13847
2011     35     0.12788
2011     36     0.11375
2011     37     0.09716
2011     38     0.08334
2011     39     0.06487
2011     40     0.04472
2011     41     0.02980
2011     42     0.01905
2011     43     0.01026
2011     44     0.00481
2011     45     0.00259
2011     46     0.00140
2011     47     0.00074
2011     48     0.00020
2011     49     0.00024
2011     50     0.00003
2011     51     0.00011
2011     52     0.00004
2011     53     0.00007
2011     54     0.00004
2011     55+    0.00000
2012     12-    0.00000
2012     13     0.00001
2012     14     0.00009
2012     15     0.00083
2012     16     0.00352
2012     17     0.00837
2012     18     0.01849
2012     19     0.03155
2012     20     0.03697
2012     21     0.04339
2012     22     0.04999
2012     23     0.05742
2012     24     0.06356
2012     25     0.06802
2012     26     0.07696
2012     27     0.08430
2012     28     0.09540
2012     29     0.10772
2012     30     0.11672
2012     31     0.12767
2012     32     0.13560
2012     33     0.13656
2012     34     0.13190
2012     35     0.12768
2012     36     0.11713
2012     37     0.09590
2012     38     0.08015
2012     39     0.06502
2012     40     0.04577
2012     41     0.02932
2012     42     0.01836
2012     43     0.01112
2012     44     0.00547
2012     45     0.00315
2012     46     0.00163
2012     47     0.00092
2012     48     0.00055
2012     49     0.00043
2012     50     0.00012
2012     51     0.00005
2012     52     0.00002
2012     53     0.00001
2012     54     0.00000
2012     55+    0.00000
2013     12-    0.00000
2013     13     0.00001
2013     14     0.00011
2013     15     0.00085
2013     16     0.00299
2013     17     0.00692
2013     18     0.01599
2013     19     0.02853
2013     20     0.03741
2013     21     0.04567
2013     22     0.05271
2013     23     0.05453
2013     24     0.06177
2013     25     0.06584
2013     26     0.07518
2013     27     0.08019
2013     28     0.08879
2013     29     0.10629
2013     30     0.11380
2013     31     0.12474
2013     32     0.13123
2013     33     0.13356
2013     34     0.13241
2013     35     0.12292
2013     36     0.11415
2013     37     0.09934
2013     38     0.08172
2013     39     0.06491
2013     40     0.04453
2013     41     0.02884
2013     42     0.01806
2013     43     0.01093
2013     44     0.00549
2013     45     0.00351
2013     46     0.00194
2013     47     0.00061
2013     48     0.00061
2013     49     0.00026
2013     50     0.00015
2013     51     0.00008
2013     52     0.00003
2013     53     0.00001
2013     54     0.00000
2013     55+    0.00000
2014     12-    0.00000
2014     13     0.00001
2014     14     0.00008
2014     15     0.00069
2014     16     0.00275
2014     17     0.00623
2014     18     0.01390
2014     19     0.02658
2014     20     0.03835
2014     21     0.04356
2014     22     0.05120
2014     23     0.05436
2014     24     0.06413
2014     25     0.06740
2014     26     0.07505
2014     27     0.08006
2014     28     0.09177
2014     29     0.10185
2014     30     0.11150
2014     31     0.12509
2014     32     0.13375
2014     33     0.13372
2014     34     0.13040
2014     35     0.12345
2014     36     0.11384
2014     37     0.09755
2014     38     0.08049
2014     39     0.06398
2014     40     0.04287
2014     41     0.03047
2014     42     0.01849
2014     43     0.01045
2014     44     0.00572
2014     45     0.00355
2014     46     0.00237
2014     47     0.00121
2014     48     0.00026
2014     49     0.00013
2014     50     0.00013
2014     51     0.00008
2014     52     0.00004
2014     53     0.00001
2014     54     0.00000
2014     55+    0.00000
