"un_year","un_max","un_min","uk","th_edu","w_pnty","post_edu","gamma","kappa","d","ini_d","diff_d","d_norm","purpose"
1979.89034387938,0.939483822289544,0.025309369456737,0.264144401115422,15.8160581656085,0.584460613467575,3.24069376627501,44.7078893271197,0.625416372202181,0.0667103840013656,5.45931249997868,0.287679866886129,2.33717064844962,"training"
1972.32134116324,0.655915644426209,0.0383573389445897,0.253656879606098,23.256164825643,0.691153439799712,3.27676134908572,43.3798915884095,0.613752264507736,0.0535908476155665,5.1824773260057,0.297493831738519,2.64020974427888,"training"
1978.6492036539,0.670618418793815,0.0381698835454959,0.195472157534127,23.8457721840927,0.419412977422355,5.16782635011193,35.8873165329013,0.652089277641848,0.0556861077876658,4.8371202087363,0.291276969110153,2.53350910099391,"training"
1972.67758743082,0.929314518189135,0.025017766292366,0.246713361333929,23.4701885397805,0.695627137981976,3.08932085060618,35.3163154099758,0.136628679497167,0.0867382962441279,5.36658549419708,0.288058964124182,2.39575376327033,"training"
1972.4029766637,0.857971706730934,0.0372449589886392,0.238317616553385,23.857779278407,0.673658210520244,3.36137381270217,35.3077286174728,0.139667303138723,0.0878146533282474,5.49135412962404,0.22577281108778,2.37933126383642,"training"
1978.33208454671,0.829086797981756,0.0305983920067549,0.241968669623695,23.206140139862,0.410725926524727,3.0056287208572,35.0295741594448,0.692530641795912,0.050861374682871,5.47322260748015,0.208823776650372,2.56815077661394,"training"
1972.33027781152,0.93997889816241,0.0392349104825795,0.268593080951951,14.2882215433185,0.681554392507843,3.03412129034806,38.082695580918,0.11565418230261,0.0521969593758902,5.44516547498107,0.280695484801221,2.73769112178047,"training"
1979.25424512232,0.679277566002837,0.0254464277266447,0.269343552039701,23.4087308021004,0.416071876375548,6.02015642877979,44.3836037584529,0.112803798760443,0.0590837149407508,4.71760972257642,0.299448744208836,2.58043944795926,"training"
1976.56493251163,0.934319371307346,0.0374632116992725,0.107356411042269,23.6505302596656,0.663507486450874,3.02403357270898,35.1234902102785,0.677361852568574,0.0534353162044349,5.39877892742472,0.278733858945417,2.76159968399572,"training"
1973.75627322066,0.715896218303901,0.0308028432865744,0.100835686028441,21.0430822324085,0.4652552459992,6.92388879725192,35.216446871132,0.5928718087965,0.0531954137283895,5.49585946291892,0.2039032589356,2.63142243307019,"training"
1973.08904255484,0.886266429529137,0.0262500767909146,0.132833966119895,21.6429831489507,0.659467913259752,6.99864471021212,36.2670348021564,0.582251284030266,0.0671733412538655,5.39074180401903,0.272591587373392,2.36280575094305,"training"
1979.94423359163,0.691212911298498,0.0262009302323296,0.231659653303392,22.9292957352448,0.434300773303024,5.73834441138431,42.80576289195,0.680393328148561,0.0522257182385979,4.81798999741053,0.200033887054357,2.65226596381903,"training"
1973.29830773421,0.894751562037117,0.027116951859106,0.131989196050405,23.9115942591491,0.60818021569727,3.1769170481753,44.6053865431886,0.507729771975428,0.0855750066073922,5.48174895128152,0.277278878792939,2.69303314653704,"training"
1977.54728931804,0.910264378872622,0.0265346254140643,0.22732418594462,22.3112742335458,0.458754116640116,6.94358785684634,35.5297141010382,0.695030456420189,0.0713775099469659,5.45604130357318,0.204143051128058,2.40954360598879,"training"
1979.62563086495,0.657450827294417,0.0267552719989209,0.269049259760953,14.9570597115749,0.426281706390747,6.63266365946995,44.6415334613321,0.13930211220573,0.0820117388649016,4.81099774235135,0.283007934010122,2.41169464812342,"training"
1976.39260884652,0.945904824355462,0.0392144147459806,0.101226258429525,20.7807765800713,0.423540923725658,3.11880517422325,44.8134153866106,0.496164450008422,0.0551185301599921,5.42605325288305,0.212404828081347,2.4163080292327,"training"
1972.07975857572,0.934436576303405,0.0256310953577398,0.248197754715849,21.3885145092564,0.684226552986385,6.57962541067145,41.8115985446765,0.414472728676628,0.0505631271280866,5.30998452207487,0.20218740933968,2.5463979737793,"training"
1976.30364615354,0.929530825215237,0.0353841999710382,0.157054977523885,21.8417405402598,0.641325745116376,4.55320439765954,44.218571773813,0.65945784880314,0.056159210901635,4.82654445844558,0.298762704935727,2.46672723835101,"training"
1972.14350382782,0.948283011290245,0.0359834537036135,0.269493984658393,19.5783752248674,0.414348558150387,3.22441575300673,43.2000187533959,0.117283300446657,0.0888859927674962,5.49292531668995,0.296214455600052,2.3495215158277,"training"
1972.5621817099,0.882147884939332,0.0252231289717446,0.109149841203225,20.3211648962021,0.690049284123195,3.7638073983178,44.0432328273128,0.639170398367414,0.0887901322536481,5.45902821299579,0.238203997628505,2.79595592900671,"training"
1977.19241628453,0.692986774089591,0.0378292202401441,0.111232896390537,22.2188960333639,0.440687843755974,3.46469298846709,43.6991101412335,0.599121953239354,0.0516566980138214,5.48969398098398,0.274544701262196,2.57943198840548,"training"
1974.39386340952,0.904214923608194,0.0298138919667729,0.10503234243312,22.7702436794449,0.456262181644095,3.93586714044627,36.3712528295142,0.193787861055539,0.0872444936903401,4.7224970496181,0.215821174399591,2.76586749376419,"training"
1979.43212652447,0.820966570676304,0.0256036266017084,0.195334263491636,21.3460124834492,0.406050309827551,3.0873181763074,35.2652358067946,0.68754617535385,0.0689826043315128,4.7145139260172,0.237886196310399,2.56506442996169,"training"
1972.51602460271,0.944796605711415,0.0391917075093797,0.262792368668504,22.6073490769292,0.414965838775272,5.4934240707662,43.9711982888609,0.187881192908312,0.0874664755899666,5.44773863492658,0.291171843211865,2.38567750926957,"training"
1979.12722972029,0.666334816600584,0.0254972062186881,0.235268132545626,14.1909118966381,0.402988717523171,4.01353048106242,44.4240139800771,0.667302804029236,0.0600964130564179,5.47792317391725,0.292580919861949,2.78342208005462,"training"
1979.95466088832,0.708043257347929,0.0260393957846255,0.21157816436091,14.7048397545211,0.426557821070232,4.65605659282042,43.0688877222749,0.64476773291314,0.051640543310872,5.34863417092938,0.248117498263898,2.74611191066965,"training"
1972.54237190606,0.943792396089683,0.0264311034840997,0.129360931921041,17.5358940759467,0.400068642023873,6.5707956191142,42.3005199314535,0.679917285618527,0.0675043274213043,5.33501610642672,0.247155845329502,2.79473647063042,"training"
1977.90520175827,0.902002538049516,0.0379364154651722,0.262312007518051,14.415130871211,0.49188635713739,6.41778796527949,43.9451260875367,0.511056895800556,0.0599048905812928,5.46343925644913,0.205782063101806,2.48065456946937,"training"
1972.31771204788,0.657864162841501,0.0336073241578066,0.10159393082935,15.3188411988396,0.564500291148123,6.31611662877103,39.5781342440285,0.629438637881385,0.0543973168665957,5.15870262798377,0.258989711794614,2.57008212246285,"training"
1978.25341225779,0.93592340050498,0.0294252794038078,0.103515074604033,20.7029130599022,0.468698320080371,3.43842619898108,39.7466165040154,0.506194841845116,0.0590385346110807,5.3553481560364,0.256815496555141,2.65372668204829,"training"
1979.99684814032,0.846105789561834,0.0279512615240218,0.176350449465536,23.4786472111345,0.407343139589531,3.38555307357572,42.9352785904892,0.39857272832701,0.0503451256129994,4.77757345282162,0.249325193320918,2.79869887666557,"training"
1973.56660758719,0.719110945050372,0.0282080788393893,0.121409693955897,18.5454010219106,0.420537574823402,4.13030540133412,37.6021741619359,0.228938722038021,0.0558411464854764,4.90165228959276,0.281776961704794,2.76396996210523,"training"
1978.95257717921,0.654111222467308,0.0399303120903011,0.103149983284496,22.1923219473463,0.527025439592311,6.85220233052659,43.7010330025055,0.615111786604548,0.0539091206048305,4.87142540930315,0.259080332283784,2.46876005087074,"training"
1973.11206585129,0.902493815746003,0.0381418998207625,0.265311195301127,17.0575609655896,0.403821200432178,6.02791452694167,43.5075416403512,0.133003312407527,0.0898314045254865,5.44056059810478,0.282340341353349,2.35190566069977,"training"
1979.71952484888,0.796585016063414,0.0260154952459231,0.140324280978822,21.4065794230206,0.648113873160289,3.21515399076458,42.8354020075459,0.657292478355424,0.0554592184845979,4.96713543671432,0.288494616235736,2.55700428216524,"training"
1973.00762058481,0.826200045160639,0.0344638141766579,0.222032821815422,23.2786152077813,0.54172976207997,4.08880669995935,39.6276456977267,0.671296697169077,0.085110235161355,5.46637810881622,0.21124387686591,2.79330946353225,"training"
